LO-ID,Subject,S-ID,Topic,T-ID,Start Learning Objective,Learning Objective Verb,Content Learning Objective ,"Level
(Bloom)",BA,MA,ECR,DS,FK,CK,PK,MK,Complete Learning Objective
04_005_0886,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,explain,the requirements for the subsequent use of data.,2,x,x,x,x,x,x,,,Learners are able to explain the requirements for the subsequent use of data.
04_005_0887,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,name,various sources of information for searching research data.,1,x,x,x,x,x,,,,Learners are able to name various sources of information for searching research data.
04_005_0888,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,carry out,a search for research data under guidance.,3,x,x,x,x,x,x,x,,Learners are able to carry out a search for research data under guidance.
04_005_0889,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,carry out,a search for research data independently.,3,,x,x,x,x,x,x,,Learners are able to carry out a search for research data independently.
04_005_0890,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,evaluate,different strategies to search.,5,,,x,x,x,x,x,x,Learners are able to evaluate different strategies to search.
04_005_0891,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,evaluate,the result of their research.,5,,,x,x,x,x,x,x,Learners are able to evaluate the result of their research.
04_005_0892,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,apply,rules for citing research data under guidance.,3,x,x,x,x,x,x,x,,Learners are able to apply rules for citing research data under guidance.
04_005_0893,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,apply,rules for citing research data independently.,3,,x,x,x,x,x,x,,Learners are able to apply rules for citing research data independently.
04_005_0894,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,name,methods for evaluating research data for subsequent use.,1,x,x,x,x,x,,,,Learners are able to name methods for evaluating research data for subsequent use.
04_005_0895,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,explain,methods for evaluating research data for subsequent use.,2,x,x,x,x,x,x,,,Learners are able to explain methods for evaluating research data for subsequent use.
04_005_0896,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,apply,methods for evaluating research data for subsequent use.,3,,x,x,x,x,x,x,,Learners are able to apply methods for evaluating research data for subsequent use.
04_005_0897,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,evaluate,the suitability of data for specific research questions.,5,,,x,x,x,x,x,x,Learners are able to evaluate the suitability of data for specific research questions.
04_005_0898,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,design,didactic scenarios on the topic of data reuse.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on the topic of data reuse.
04_005_0899,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,carry out,didactic scenarios on the topic of data reuse.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on the topic of data reuse.
04_005_0900,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,design,consultancy scenarios on the topic of data reuse.,6,,,,x,x,x,x,x,Learners are able to design consultancy scenarios on the topic of data reuse.
04_005_0901,"Archiving, publication, reuse",04,Reuse,04_005,Learners are able to,carry out,consultancy on the topic of data reuse.,3,,,,x,x,x,x,,Learners are able to carry out consultancy on the topic of data reuse.
05_001_0902,Law and ethics,05,General legal aspects,05_001,Learners are able to,name,RDM related legal areas.,1,x,x,x,x,x,,,,Learners are able to name RDM related legal areas.
05_001_0903,Law and ethics,05,General legal aspects,05_001,Learners are able to,name,initiatives and contact persons related to RDM.,1,,x,x,x,x,,,,Learners are able to name initiatives and contact persons related to RDM.
05_001_0904,Law and ethics,05,General legal aspects,05_001,Learners are able to,name,the legal aspects to be observed at different points in the research cycle.,1,x,x,x,x,x,,,,Learners are able to name the legal aspects to be observed at different points in the research cycle.
05_001_0905,Law and ethics,05,General legal aspects,05_001,Learners are able to,explain,the legal aspects to be observed at different points in the research cycle.,2,,x,x,x,x,x,,,Learners are able to explain the legal aspects to be observed at different points in the research cycle.
05_001_0906,Law and ethics,05,General legal aspects,05_001,Learners are able to,name,legal aspects with regard to open and closed publication channels.,1,,,x,x,x,,,,Learners are able to name legal aspects with regard to open and closed publication channels.
05_001_0907,Law and ethics,05,General legal aspects,05_001,Learners are able to,explain,legal aspects with in relation to open and closed publication channels.,2,,,x,x,x,x,,,Learners are able to explain legal aspects with in relation to open and closed publication channels.
05_001_0908,Law and ethics,05,General legal aspects,05_001,Learners are able to,apply,knowledge on legal aspects in relation to open and closed publication channels.,3,,,x,x,x,x,x,,Learners are able to apply knowledge on legal aspects in relation to open and closed publication channels.
05_001_0909,Law and ethics,05,General legal aspects,05_001,Learners are able to,explain,current developments concerning RDM.,2,,,,x,x,x,,,Learners are able to explain current developments concerning RDM.
05_001_0910,Law and ethics,05,General legal aspects,05_001,Learners are able to,design,"didactic scenarios for basic legal aspects which might be relevant to research processes, including current legal developments.",6,,,,x,x,x,x,x,"Learners are able to design didactic scenarios for basic legal aspects which might be relevant to research processes, including current legal developments."
05_001_0911,Law and ethics,05,General legal aspects,05_001,Learners are able to,carry out,"didactic scenarios for basic legal aspects which might be relevant to research processes, including current legal developments.",3,,,,x,x,x,x,,"Learners are able to carry out didactic scenarios for basic legal aspects which might be relevant to research processes, including current legal developments."
05_001_0912,Law and ethics,05,General legal aspects,05_001,Learners are able to,design,information offers on basic legal aspects and current legal developments concerning RDM.,6,,,,x,x,x,x,x,Learners are able to design information offers on basic legal aspects and current legal developments concerning RDM.
05_002_0913,Law and ethics,05,Copyright law,05_002,Learners are able to,name,basics of copyright law.,1,x,x,x,x,x,,,,Learners are able to name basics of copyright law.
05_002_0914,Law and ethics,05,Copyright law,05_002,Learners are able to,name,regulations relating to copyright.,1,,x,x,x,x,,,,Learners are able to name regulations relating to copyright.
05_002_0915,Law and ethics,05,Copyright law,05_002,Learners are able to,explain,regulations relating to copyright.,2,,x,x,x,x,x,,,Learners are able to explain regulations relating to copyright.
05_002_0916,Law and ethics,05,Copyright law,05_002,Learners are able to,apply,regulations relating to copyright to their own research projects.,3,,,x,x,x,x,x,,Learners are able to apply regulations relating to copyright to their own research projects.
05_002_0917,Law and ethics,05,Copyright law,05_002,Learners are able to,name,designated staff for enquiries about copyright.,1,,,,x,x,,,,Learners are able to name designated staff for enquiries about copyright.
05_002_0918,Law and ethics,05,Copyright law,05_002,Learners are able to,design,didactic scenarios on basic aspects of copyright law.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on basic aspects of copyright law.
05_002_0919,Law and ethics,05,Copyright law,05_002,Learners are able to,carry out,didactic scenarios on basic aspects of copyright law.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on basic aspects of copyright law.
05_003_0920,Law and ethics,05,Licencing,05_003,Learners are able to,explain,the role of copyright for licencing.,2,x,x,x,x,x,x,,,Learners are able to explain the role of copyright for licencing.
05_003_0921,Law and ethics,05,Licencing,05_003,Learners are able to,explain,the role of licences for reusability.,2,x,x,x,x,x,x,,,Learners are able to explain the role of licences for reusability.
05_003_0922,Law and ethics,05,Licencing,05_003,Learners are able to,name,relevant licence systems.,1,x,x,x,x,x,,,,Learners are able to name relevant licence systems.
05_003_0923,Law and ethics,05,Licencing,05_003,Learners are able to,explain,relevant licence systems.,2,x,x,x,x,x,x,,,Learners are able to explain relevant licence systems.
05_003_0924,Law and ethics,05,Licencing,05_003,Learners are able to,name,the characteristics of open and restrictive licences.,1,x,x,x,x,x,,,,Learners are able to name the characteristics of open and restrictive licences.
05_003_0925,Law and ethics,05,Licencing,05_003,Learners are able to,explain,the characteristics of open and restrictive licences.,2,,x,x,x,x,x,,,Learners are able to explain the characteristics of open and restrictive licences.
05_003_0926,Law and ethics,05,Licencing,05_003,Learners are able to,name,the requirements for research data licencing.,1,,x,x,x,x,,,,Learners are able to name the requirements for research data licencing.
05_003_0927,Law and ethics,05,Licencing,05_003,Learners are able to,explain,the requirements for research data licencing.,2,,x,x,x,x,x,,,Learners are able to explain the requirements for research data licencing.
05_003_0928,Law and ethics,05,Licencing,05_003,Learners are able to,apply,licences according to the situation.,3,,x,x,x,x,x,x,,Learners are able to apply licences according to the situation.
05_003_0929,Law and ethics,05,Licencing,05_003,Learners are able to,name,the differences between data and software licencing.,1,,x,x,x,,,,,Learners are able to name the differences between data and software licencing.
05_003_0930,Law and ethics,05,Licencing,05_003,Learners are able to,explain,the differences between data and software licencing.,2,,x,x,x,,x,,,Learners are able to explain the differences between data and software licencing.
05_003_0931,Law and ethics,05,Licencing,05_003,Learners are able to,apply,a suitable licence for a combination of data with different licence types.,3,,,x,x,x,x,x,,Learners are able to apply a suitable licence for a combination of data with different licence types.
05_003_0932,Law and ethics,05,Licencing,05_003,Learners are able to,apply,a suitable licence for  a combination of software with different licence types.,3,,,x,x,x,x,x,,Learners are able to apply a suitable licence for a combination of software with different licence types.
05_003_0933,Law and ethics,05,Licencing,05_003,Learners are able to,carry out,a compliant reuse of data from others.,3,,,x,x,x,x,x,,Learners are able to carry out a compliant reuse of data from others.
05_003_0934,Law and ethics,05,Licencing,05_003,Learners are able to,carry out,a compliant reuse of software from others.,3,,,x,x,x,x,x,,Learners are able to carry out a compliant reuse of software from others.
05_003_0935,Law and ethics,05,Licencing,05_003,Learners are able to,evaluate,the consequences of  non-compliance with the conditions of licences.,5,,,x,x,x,x,x,x,Learners are able to evaluate the consequences of  non-compliance with the conditions of licences.
05_003_0936,Law and ethics,05,Licencing,05_003,Learners are able to,evaluate,data regarding their threshold of originality.,5,,,x,x,x,x,x,x,Learners are able to evaluate data regarding their threshold of originality.
05_003_0937,Law and ethics,05,Licencing,05_003,Learners are able to,evaluate,data regarding their licencing conditions.,5,,,x,x,x,x,x,x,Learners are able to evaluate data regarding their licencing conditions.
05_003_0938,Law and ethics,05,Licencing,05_003,Learners are able to,evaluate,data regarding their licencing conditions.,5,,,x,x,x,x,x,x,Learners are able to evaluate data regarding their licencing conditions.
05_003_0939,Law and ethics,05,Licencing,05_003,Learners are able to,name,possible ways to deal with non-licensable datasets.,1,,x,x,x,x,,,,Learners are able to name possible ways to deal with non-licensable datasets.
05_003_0940,Law and ethics,05,Licencing,05_003,Learners are able to,name,possible ways to deal with non-licensable software.,1,,x,x,x,x,,,,Learners are able to name possible ways to deal with non-licensable software.
05_003_0941,Law and ethics,05,Licencing,05_003,Learners are able to,apply,an appropriate licence or rights notice for the publication of research data under guidance. ,3,,x,x,x,x,x,x,,Learners are able to apply an appropriate licence or rights notice for the publication of research data under guidance. 
05_003_0942,Law and ethics,05,Licencing,05_003,Learners are able to,apply,an appropriate licence or rights notice for the publication of research data independently. ,3,,,x,x,x,x,x,,Learners are able to apply an appropriate licence or rights notice for the publication of research data independently. 
05_003_0943,Law and ethics,05,Licencing,05_003,Learners are able to,carry out,processing steps for the assignment of a specific (legally compliant) licence for publications with respect to copyright and licensing law.,3,,,x,x,x,x,x,,Learners are able to carry out processing steps for the assignment of a specific (legally compliant) licence for publications with respect to copyright and licensing law.
05_003_0944,Law and ethics,05,Licencing,05_003,Learners are able to,name,designated staff for enquiries about licencing law.,1,,,,x,x,,,,Learners are able to name designated staff for enquiries about licencing law.
05_003_0945,Law and ethics,05,Licencing,05_003,Learners are able to,design,didactic scenarios on basic aspects of licencing law and the handling of licences in research context.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on basic aspects of licencing law and the handling of licences in research context.
05_003_0946,Law and ethics,05,Licencing,05_003,Learners are able to,carry out,didactic scenarios on basic aspects of licencing law and the handling of licences in research context.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on basic aspects of licencing law and the handling of licences in research context.
05_004_0947,Law and ethics,05,Data availability statement,05_004,Learners are able to,name,essential components of a data usage agreement.,1,,,x,x,x,,,,Learners are able to name essential components of a data usage agreement.
05_004_0948,Law and ethics,05,Data availability statement,05_004,Learners are able to,explain,essential components of a data usage agreement.,2,,,,x,x,x,,,Learners are able to explain essential components of a data usage agreement.
05_004_0949,Law and ethics,05,Data availability statement,05_004,Learners are able to,name,legal and ethical aspects of a data usage agreement.,1,,,x,x,x,,,,Learners are able to name legal and ethical aspects of a data usage agreement.
05_004_0950,Law and ethics,05,Data availability statement,05_004,Learners are able to,explain,legal and ethical aspects of a data usage agreement.,2,,,,x,x,x,,,Learners are able to explain legal and ethical aspects of a data usage agreement.
05_004_0951,Law and ethics,05,Data availability statement,05_004,Learners are able to,evaluate,the conformity of a specific data use with an existing data availability statement,5,,,x,x,x,x,x,x,Learners are able to evaluate the conformity of a specific data use with an existing data availability statement
05_004_0952,Law and ethics,05,Data availability statement,05_004,Learners are able to,evaluate,the consequences of  non-compliance with a data availability statement.,5,,,x,x,x,x,x,x,Learners are able to evaluate the consequences of  non-compliance with a data availability statement.
05_004_0953,Law and ethics,05,Data availability statement,05_004,Learners are able to,apply,templates for data availability statements according to the situation.,3,,,,x,x,x,x,,Learners are able to apply templates for data availability statements according to the situation.
05_004_0954,Law and ethics,05,Data availability statement,05_004,Learners are able to,design,data availability statements appropriate for the situation.,6,,,,x,x,x,x,x,Learners are able to design data availability statements appropriate for the situation.
05_004_0955,Law and ethics,05,Data availability statement,05_004,Learners are able to,design,didactic scenarios on the topic of data availability statements.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on the topic of data availability statements.
05_004_0956,Law and ethics,05,Data availability statement,05_004,Learners are able to,carry out,didactic scenarios on the topic of data availability statements.,5,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on the topic of data availability statements.
05_005_0957,Law and ethics,05,Data protection,05_005,Learners are able to,name,the legal conditions for data protection.,1,x,x,x,x,x,,,,Learners are able to name the legal conditions for data protection.
05_005_0958,Law and ethics,05,Data protection,05_005,Learners are able to,explain,the relevance of data security for data protection.,2,x,x,x,x,x,x,,,Learners are able to explain the relevance of data security for data protection.
05_005_0959,Law and ethics,05,Data protection,05_005,Learners are able to,name,relevant initiatives and persons related to data protection.,1,,,,x,x,,,,Learners are able to name relevant initiatives and persons related to data protection.
05_005_0960,Law and ethics,05,Data protection,05_005,Learners are able to,name,designated staff for enquires about data protection.,1,,,,x,x,,,,Learners are able to name designated staff for enquires about data protection.
05_005_0961,Law and ethics,05,Data protection,05_005,Learners are able to,name,the content of a data protection statement.,1,,,x,x,x,,,,Learners are able to name the content of a data protection statement.
05_005_0962,Law and ethics,05,Data protection,05_005,Learners are able to,explain,the content of a data protection statement.,2,,,x,x,x,x,,,Learners are able to explain the content of a data protection statement.
05_005_0963,Law and ethics,05,Data protection,05_005,Learners are able to,apply,the content of a data protection statement.,3,,,,x,x,x,x,,Learners are able to apply the content of a data protection statement.
05_005_0964,Law and ethics,05,Data protection,05_005,Learners are able to,name,the risks in the area of data protection.,1,,,,x,x,,,,Learners are able to name the risks in the area of data protection.
05_005_0965,Law and ethics,05,Data protection,05_005,Learners are able to,explain,the risks in the area of data protection.,2,,,,x,x,x,,,Learners are able to explain the risks in the area of data protection.
05_005_0966,Law and ethics,05,Data protection,05_005,Learners are able to,evaluate,the risks in the area of data protection.,5,,,,x,x,x,x,x,Learners are able to evaluate the risks in the area of data protection.
05_005_0967,Law and ethics,05,Data protection,05_005,Learners are able to,develop,a data protection strategy for an organisation.,6,,,,x,x,x,x,x,Learners are able to develop a data protection strategy for an organisation.
05_005_0968,Law and ethics,05,Data protection,05_005,Learners are able to,design,didactic scenarios on basic aspects of data protection.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on basic aspects of data protection.
05_005_0969,Law and ethics,05,Data protection,05_005,Learners are able to,carry out,didactic scenarios on basic aspects of data protection.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on basic aspects of data protection.
05_006_0970,Law and ethics,05,Personal data,05_006,Learners are able to,name,the legal basis for the protection of personal data.,1,x,x,x,x,x,,,,Learners are able to name the legal basis for the protection of personal data.
05_006_0971,Law and ethics,05,Personal data,05_006,Learners are able to,explain,the term personal data.,2,x,x,x,x,x,x,,,Learners are able to explain the term personal data.
05_006_0972,Law and ethics,05,Personal data,05_006,Learners are able to,explain,the term sensitive data.,2,x,x,x,x,x,x,,,Learners are able to explain the term sensitive data.
05_006_0973,Law and ethics,05,Personal data,05_006,Learners are able to,name,examples of personal and of sensitive data.,1,x,x,x,x,x,,,,Learners are able to name examples of personal and of sensitive data.
05_006_0974,Law and ethics,05,Personal data,05_006,Learners are able to,name,reasons for a special protection of personal data.,1,x,x,x,x,x,,,,Learners are able to name reasons for a special protection of personal data.
05_006_0975,Law and ethics,05,Personal data,05_006,Learners are able to,name,information obligations which apply for the collection of personal data for research purposes.,1,x,x,x,x,x,,,,Learners are able to name information obligations which apply for the collection of personal data for research purposes.
05_006_0976,Law and ethics,05,Personal data,05_006,Learners are able to,explain,information obligations which apply for the collection of personal data for research purposes.,1,x,x,x,x,x,x,,,Learners are able to explain information obligations which apply for the collection of personal data for research purposes.
05_006_0977,Law and ethics,05,Personal data,05_006,Learners are able to,analyse,research data under consideration the presence of personal data.,4,x,x,x,x,x,x,x,,Learners are able to analyse research data under consideration the presence of personal data.
05_006_0978,Law and ethics,05,Personal data,05_006,Learners are able to,name,methods for the protection of the identity of research participants.,1,x,x,x,x,x,,,,Learners are able to name methods for the protection of the identity of research participants.
05_006_0979,Law and ethics,05,Personal data,05_006,Learners are able to,explain,methods for the protection of the identity of research participants.,2,x,x,x,x,x,x,,,Learners are able to explain methods for the protection of the identity of research participants.
05_006_0980,Law and ethics,05,Personal data,05_006,Learners are able to,choose,methods for the protection of the identity of research participants according to the situation.,4,,,x,x,x,x,x,,Learners are able to choose methods for the protection of the identity of research participants according to the situation.
05_006_0981,Law and ethics,05,Personal data,05_006,Learners are able to,apply,methods for the protection of the identity of research participants according to the situation under guidance.,3,x,x,x,x,x,x,x,,Learners are able to apply methods for the protection of the identity of research participants according to the situation under guidance.
05_006_0982,Law and ethics,05,Personal data,05_006,Learners are able to,apply,methods for the protection of the identity of research participants according to the situation independently.,3,,,x,x,x,x,x,,Learners are able to apply methods for the protection of the identity of research participants according to the situation independently.
05_006_0983,Law and ethics,05,Personal data,05_006,Learners are able to,design,didactic scenarios on methods for the protection of the identity of research participants.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on methods for the protection of the identity of research participants.
05_006_0984,Law and ethics,05,Personal data,05_006,Learners are able to,carry out,didactic scenarios on methods for the protection of the identity of research participants.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on methods for the protection of the identity of research participants.
05_007_0985,Law and ethics,05,Informed consent,05_007,Learners are able to,name,the content of an informed consent.,1,x,x,x,x,x,,,,Learners are able to name the content of an informed consent.
05_007_0986,Law and ethics,05,Informed consent,05_007,Learners are able to,name,the relevance of an informed consent.,1,x,x,x,x,x,,,,Learners are able to name the relevance of an informed consent.
05_007_0987,Law and ethics,05,Informed consent,05_007,Learners are able to,explain,the liabilities for the obtainment of an informed consent.,2,,x,x,x,x,x,,,Learners are able to explain the liabilities for the obtainment of an informed consent.
05_007_0988,Law and ethics,05,Informed consent,05_007,Learners are able to,evaluate,the need for obtaining of an informed consent.,5,,,x,x,x,x,x,x,Learners are able to evaluate the need for obtaining of an informed consent.
05_007_0989,Law and ethics,05,Informed consent,05_007,Learners are able to,apply,templates for an informed consent according to the situation.,3,,,x,x,x,x,x,,Learners are able to apply templates for an informed consent according to the situation.
05_007_0990,Law and ethics,05,Informed consent,05_007,Learners are able to,design,templates for an informed consent.,6,,,,x,x,x,x,x,Learners are able to design templates for an informed consent.
05_007_0991,Law and ethics,05,Informed consent,05_007,Learners are able to,name,different methods for obtaining an informed consent.,1,,x,x,x,x,,,,Learners are able to name different methods for obtaining an informed consent.
05_007_0992,Law and ethics,05,Informed consent,05_007,Learners are able to,explain,different methods for obtaining an informed consent.,2,,,x,x,x,x,,,Learners are able to explain different methods for obtaining an informed consent.
05_007_0993,Law and ethics,05,Informed consent,05_007,Learners are able to,apply,different methods for obtaining an informed consent.,3,,,x,x,x,x,x,,Learners are able to apply different methods for obtaining an informed consent.
05_007_0994,Law and ethics,05,Informed consent,05_007,Learners are able to,design,information and support offers in relation to informed consent.,6,,,,x,x,x,x,x,Learners are able to design information and support offers in relation to informed consent.
05_007_0995,Law and ethics,05,Informed consent,05_007,Learners are able to,design,didactic scenarios on informed consent.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on informed consent.
05_007_0996,Law and ethics,05,Informed consent,05_007,Learners are able to,carry out,didactic scenarios on informed consent.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on informed consent.
05_008_0997,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,explain,the term anonymisation.,1,x,x,x,x,x,x,,,Learners are able to explain the term anonymisation.
05_008_0998,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,explain,the term pseudonymisation.,1,x,x,x,x,x,x,,,Learners are able to explain the term pseudonymisation.
05_008_0999,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,explain,the difference between anonymisation and pseudonymisation.,2,x,x,x,x,x,x,,,Learners are able to explain the difference between anonymisation and pseudonymisation.
05_008_1000,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,name,procedures for the anonymisation and pseudonymisation of data.,1,x,x,x,x,x,,,,Learners are able to name procedures for the anonymisation and pseudonymisation of data.
05_008_1001,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,explain,procedures for the anonymisation and pseudonymisation of data.,2,,x,x,x,x,x,,,Learners are able to explain procedures for the anonymisation and pseudonymisation of data.
05_008_1002,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,apply,procedures for the anonymisation and pseudonymisation of data under guidance.,3,x,x,x,x,x,x,x,,Learners are able to apply procedures for the anonymisation and pseudonymisation of data under guidance.
05_008_1003,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,apply,procedures for the anonymisation and pseudonymisation of data independently.,3,,,x,x,x,x,x,,Learners are able to apply procedures for the anonymisation and pseudonymisation of data independently.
05_008_1004,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,evaluate,the degree of anonymisation of data in relation to their information content.,5,,,x,x,x,x,x,x,Learners are able to evaluate the degree of anonymisation of data in relation to their information content.
05_008_1005,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,design,information offers on the topics anonymisation and pseudonymisation.,6,,,,x,x,x,x,x,Learners are able to design information offers on the topics anonymisation and pseudonymisation.
05_008_1006,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,design,didactic scenarios on the topics anonymisation and pseudonymisation.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on the topics anonymisation and pseudonymisation.
05_008_1007,Law and ethics,05,Anonymisation and pseudonymisation,05_008,Learners are able to,carry out,didactic scenarios on the topics anonymisation and pseudonymisation.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on the topics anonymisation and pseudonymisation.
05_009_1008,Law and ethics,05,Trade Secrets Law,05_009,Learners are able to,name,the content of the trade secrets law.,1,x,x,x,x,x,,,,Learners are able to name the content of the trade secrets law.
05_009_1009,Law and ethics,05,Trade Secrets Law,05_009,Learners are able to,explain,the relevance of the trade secrets law.,2,,x,x,x,x,x,,,Learners are able to explain the relevance of the trade secrets law.
05_009_1010,Law and ethics,05,Trade Secrets Law,05_009,Learners are able to,explain,the legal consequences of the violation of the trade secrets law.,2,,,,x,x,x,,,Learners are able to explain the legal consequences of the violation of the trade secrets law.
05_009_1011,Law and ethics,05,Trade Secrets Law,05_009,Learners are able to,assess,whether a data set contains trade secrets.,5,,,,x,x,x,x,x,Learners are able to assess whether a data set contains trade secrets.
05_009_1012,Law and ethics,05,Trade Secrets Law,05_009,Learners are able to,apply,the trade secrets law to a data set.,4,,x,x,x,x,x,x,,Learners are able to apply the trade secrets law to a data set.
05_009_1013,Law and ethics,05,Trade Secrets Law,05_009,Learners are able to,carry out,necessary steps for the removal of trade secrets in a data set under guidance.,3,,,x,x,x,x,x,,Learners are able to carry out necessary steps for the removal of trade secrets in a data set under guidance.
05_009_1014,Law and ethics,05,Trade Secrets Law,05_009,Learners are able to,carry out,necessary steps for the removal of trade secrets in a data set independently.,3,,,,x,x,x,x,,Learners are able to carry out necessary steps for the removal of trade secrets in a data set independently.
05_009_1015,Law and ethics,05,Trade Secrets Law,05_009,Learners are able to,design,didactic scenarios on the topic of the trade secrets law.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on the topic of the trade secrets law.
05_009_1016,Law and ethics,05,Trade Secrets Law,05_009,Learners are able to,carry out,didactic scenarios on the topic of the trade secrets law.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on the topic of the trade secrets law.
05_009_1017,Law and ethics,05,Trade Secrets Law,05_009,Learners are able to,design,didactic scenarios on the topic of the trade secrets law.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on the topic of the trade secrets law.
05_010_1018,Law and ethics,05,Discipline relevant laws,05_010,Learners are able to,name,relevant laws for a specific discipline.,1,x,x,x,x,x,,,,Learners are able to name relevant laws for a specific discipline.
05_010_1019,Law and ethics,05,Discipline relevant laws,05_010,Learners are able to,explain,relevant laws for a specific discipline.,2,,,x,x,x,x,,,Learners are able to explain relevant laws for a specific discipline.
05_010_1020,Law and ethics,05,Discipline relevant laws,05_010,Learners are able to,apply,relevant laws for a specific discipline.,3,,,,x,x,x,x,,Learners are able to apply relevant laws for a specific discipline.
05_010_1021,Law and ethics,05,Discipline relevant laws,05_010,Learners are able to,name,relevant laws for specific institutions or affiliations.,1,,,x,x,x,,,,Learners are able to name relevant laws for specific institutions or affiliations.
05_010_1022,Law and ethics,05,Discipline relevant laws,05_010,Learners are able to,explain,relevant laws for specific institutions or affiliations.,2,,,x,x,x,x,,,Learners are able to explain relevant laws for specific institutions or affiliations.
05_010_1023,Law and ethics,05,Discipline relevant laws,05_010,Learners are able to,apply,relevant laws for specific institutions or affiliations.,3,,,x,x,x,x,x,,Learners are able to apply relevant laws for specific institutions or affiliations.
05_010_1024,Law and ethics,05,Discipline relevant laws,05_010,Learners are able to,design,didactic scenarios on relevant laws for a specific discipline.,6,,,,x,x,x,x,x,Learners are able to design didactic scenarios on relevant laws for a specific discipline.
05_010_1025,Law and ethics,05,Discipline relevant laws,05_010,Learners are able to,carry out,didactic scenarios on relevant laws for a specific discipline.,3,,,,x,x,x,x,,Learners are able to carry out didactic scenarios on relevant laws for a specific discipline.
05_010_1026,Law and ethics,05,Discipline relevant laws,05_010,Learners are able to,design,information offers on relevant laws for a specific discipline.,6,,,,x,x,x,x,x,Learners are able to design information offers on relevant laws for a specific discipline.
05_011_1027,Law and ethics,05,Good scientific practice,05_011,Learners are able to,name,the principles for good scientific practice.,1,x,x,x,x,x,,,,Learners are able to name the principles for good scientific practice.
05_011_1028,Law and ethics,05,Good scientific practice,05_011,Learners are able to,explain,the principles for good scientific practice.,2,x,x,x,x,x,x,,,Learners are able to explain the principles for good scientific practice.
05_011_1029,Law and ethics,05,Good scientific practice,05_011,Learners are able to,apply,the principles for good scientific practice.,3,,x,x,x,x,x,x,,Learners are able to apply the principles for good scientific practice.
05_011_1030,Law and ethics,05,Good scientific practice,05_011,Learners are able to,discuss,the principles for good scientific practice.,4,x,x,x,x,x,x,,x,Learners are able to discuss the principles for good scientific practice.
05_011_1031,Law and ethics,05,Good scientific practice,05_011,Learners are able to,name,codices and guidelines for good scientific practice.,1,x,x,x,x,x,,,,Learners are able to name codices and guidelines for good scientific practice.
05_011_1032,Law and ethics,05,Good scientific practice,05_011,Learners are able to,explain,the relevance of research data management in relation to good scientific practice.,2,,,x,x,x,x,,,Learners are able to explain the relevance of research data management in relation to good scientific practice.
05_011_1033,Law and ethics,05,Good scientific practice,05_011,Learners are able to,explain,the relevance of transparency and traceability for scientific research.,2,,,x,x,x,x,,,Learners are able to explain the relevance of transparency and traceability for scientific research.
