LZ-ID;Themencluster;Cl-ID;Thema;Th-ID;Lernziel Start;Lernziele Inhalt;Lernziel Verb;Stufe (Bloom);BA;MA;ECR;DS;SK;MK;SeK;SoK;Lernziel komplett;;
05_006_0979;Recht und Ethik;05;Personenbezogene Daten;05_006;Lernende können;Methoden zum Schutz der Identität von Forschungsteilnehmenden;erläutern.;2;x;x;x;x;x;;;;Lernende können Methoden zum Schutz der Identität von Forschungsteilnehmenden erläutern.;;
05_006_0980;Recht und Ethik;05;Personenbezogene Daten;05_006;Lernende können;Methoden zum Schutz der Identität von Forschungsteilnehmenden situationsgerecht;auswählen.;4;;;x;x;x;x;;;Lernende können Methoden zum Schutz der Identität von Forschungsteilnehmenden situationsgerecht auswählen.;;
05_006_0981;Recht und Ethik;05;Personenbezogene Daten;05_006;Lernende können;Methoden zum Schutz der Identität von Forschungsteilnehmenden unter Anleitung situationsgerecht;anwenden.;3;x;x;x;x;x;x;;;Lernende können Methoden zum Schutz der Identität von Forschungsteilnehmenden unter Anleitung situationsgerecht anwenden.;;
05_006_0982;Recht und Ethik;05;Personenbezogene Daten;05_006;Lernende können;Methoden zum Schutz der Identität von Forschungsteilnehmenden eigenständig situationsgerecht;anwenden.;3;;;x;x;x;x;;;Lernende können Methoden zum Schutz der Identität von Forschungsteilnehmenden eigenständig situationsgerecht anwenden.;;
05_006_0983;Recht und Ethik;05;Personenbezogene Daten;05_006;Lernende können;didaktische Szenarien zu Methoden, die die Identität der Forschungsteilnehmenden schützen,;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zu Methoden, die die Identität der Forschungsteilnehmenden schützen, konzipieren.;;
05_006_0984;Recht und Ethik;05;Personenbezogene Daten;05_006;Lernende können;didaktische Szenarien zu Methoden, die die Identität der Forschungsteilnehmenden schützen,;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zu Methoden, die die Identität der Forschungsteilnehmenden schützen, durchführen.;;
05_007_0985;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;Inhalte einer informierten Einwilligung;benennen.;1;x;x;x;x;x;;;;Lernende können Inhalte einer informierten Einwilligung benennen.;;
05_007_0986;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;Relevanz einer informierten Einwilligung;benennen.;1;x;x;x;x;x;;;;Lernende können Relevanz einer informierten Einwilligung benennen.;;
05_007_0987;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;Verantwortlichkeiten bei der Einholung einer informierten Einwilligung;erläutern.;2;;x;x;x;x;;;;Lernende können Verantwortlichkeiten bei der Einholung einer informierten Einwilligung erläutern.;;
05_007_0988;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;die Notwendigkeit, ob eine informierte Einwilligung eingeholt werden muss,;bewerten.;5;;;x;x;x;x;;;Lernende können die Notwendigkeit, ob eine informierte Einwilligung eingeholt werden muss, bewerten.;;
05_007_0989;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;Vorlagen für eine informierte Einwilligung situationsgerecht;anwenden.;3;;;x;x;x;x;;;Lernende können Vorlagen für eine informierte Einwilligung situationsgerecht anwenden.;;
05_007_0990;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;Vorlagen für informierte Einwilligungen;konzipieren.;6;;;;x;x;x;;;Lernende können Vorlagen für informierte Einwilligungen konzipieren.;;
05_007_0991;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;verschiedene Methoden zur Einholung einer informierten Einwilligung;benennen.;1;;x;x;x;x;;;;Lernende können verschiedene Methoden zur Einholung einer informierten Einwilligung benennen.;;
05_007_0992;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;verschiedene Methoden zur Einholung einer informierten Einwilligung;erläutern.;2;;;x;x;x;;;;Lernende können verschiedene Methoden zur Einholung einer informierten Einwilligung erläutern.;;
05_007_0993;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;verschiedene Methoden zur Einholung einer informierten Einwilligung;anwenden.;3;;;x;x;x;x;;;Lernende können verschiedene Methoden zur Einholung einer informierten Einwilligung anwenden.;;
05_007_0994;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;Informationsangebote zu Unterstützungsangeboten bzgl. einer informierten Einwilligung;konzipieren.;6;;;;x;x;x;;;Lernende können Informationsangebote zu Unterstützungsangeboten bzgl. einer informierten Einwilligung konzipieren.;;
05_007_0995;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;didaktische Szenarien zum Thema informierte Einwilligung;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema informierte Einwilligung konzipieren.;;
05_007_0996;Recht und Ethik;05;Informierte Einwilligung;05_007;Lernende können;didaktische Szenarien zum Thema informierte Einwilligung;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema informierte Einwilligung durchführen.;;
05_008_0997;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;den Begriff Anonymisierung;erläutern.;1;x;x;x;x;x;;;;Lernende können den Begriff Anonymisierung erläutern.;;
05_008_0998;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;den Begriff Pseudonymisierung;erläutern.;1;x;x;x;x;x;;;;Lernende können den Begriff Pseudonymisierung erläutern.;;
05_008_0999;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;den Unterschied zwischen Anonymisierung und Pseudonymisierung;erläutern.;2;x;x;x;x;x;;;;Lernende können den Unterschied zwischen Anonymisierung und Pseudonymisierung erläutern.;;
05_008_1000;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;Verfahren zur Anonymisierung und Pseudonymisierung von Daten;benennen.;1;x;x;x;x;x;;;;Lernende können Verfahren zur Anonymisierung und Pseudonymisierung von Daten benennen.;;
05_008_1001;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;Verfahren zur Anonymisierung und Pseudonymisierung von Daten;erläutern.;2;;x;x;x;x;;;;Lernende können Verfahren zur Anonymisierung und Pseudonymisierung von Daten erläutern.;;
05_008_1002;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;unter Anleitung Verfahren zur Anonymisierung und Pseudonymisierung;anwenden.;3;x;x;x;x;x;x;;;Lernende können unter Anleitung Verfahren zur Anonymisierung und Pseudonymisierung anwenden.;;
05_008_1003;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;eigenständig Verfahren zur Anonymisierung und Pseudonymisierung von Daten;anwenden.;3;;;x;x;x;x;;;Lernende können eigenständig Verfahren zur Anonymisierung und Pseudonymisierung von Daten anwenden.;;
05_008_1004;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;den Grad der Anonymisierbarkeit von Daten bezogen auf den Informationsgehalt;bewerten.;5;;;x;x;x;x;;;Lernende können den Grad der Anonymisierbarkeit von Daten bezogen auf den Informationsgehalt bewerten.;;
05_008_1005;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;Informationsangebote zum Thema Anonymisierung und Pseudonymiserung;konzipieren.;6;;;;x;x;x;;;Lernende können Informationsangebote zum Thema Anonymisierung und Pseudonymiserung konzipieren.;;
05_008_1006;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;didaktische Szenarien zum Thema Anonymisierung und Pseudonymiserung;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema Anonymisierung und Pseudonymiserung konzipieren.;;
05_008_1007;Recht und Ethik;05;Anonymisierung und Pseudonymisierung;05_008;Lernende können;didaktische Szenarien zum Thema Anonymisierung und Pseudonymiserung;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Anonymisierung und Pseudonymiserung durchführen.;;
05_009_1008;Recht und Ethik;05;Geschäftsgeheimnisgesetz;05_009;Lernende können;die Inhalte des Geschäftsgeheimnisgesetzes;benennen.;1;x;x;x;x;x;;;;Lernende können die Inhalte des Geschäftsgeheimnisgesetzes benennen.;;
05_009_1009;Recht und Ethik;05;Geschäftsgeheimnisgesetz;05_009;Lernende können;die Relevanz des Geschäftsgeheimnisgesetzes;erläutern.;2;;x;x;x;x;;;;Lernende können die Relevanz des Geschäftsgeheimnisgesetzes erläutern.;;
05_009_1010;Recht und Ethik;05;Geschäftsgeheimnisgesetz;05_009;Lernende können;die rechtlichen Konsequenzen einer Verletzung des Geschäftsgeheimnisgesetzes;erläutern.;2;;;;x;x;;;;Lernende können die rechtlichen Konsequenzen einer Verletzung des Geschäftsgeheimnisgesetzes erläutern.;;
05_009_1011;Recht und Ethik;05;Geschäftsgeheimnisgesetz;05_009;Lernende können;einen Datensatz in Hinblick auf das Enthalten von Geschäftsgeheimnissen;beurteilen.;5;;;;x;x;x;;;Lernende können einen Datensatz in Hinblick auf das Enthalten von Geschäftsgeheimnissen beurteilen.;;
05_009_1012;Recht und Ethik;05;Geschäftsgeheimnisgesetz;05_009;Lernende können;das Geschäftsgeheimnisgesetz auf einen Datensatz;anwenden.;4;;x;x;x;x;x;;;Lernende können das Geschäftsgeheimnisgesetz auf einen Datensatz anwenden.;;
05_009_1013;Recht und Ethik;05;Geschäftsgeheimnisgesetz;05_009;Lernende können;unter Anleitung nötige Schritte zur Entfernung von Geschäftsgeheimnissen aus einem Datenatz;durchführen.;3;;;x;x;x;x;;;Lernende können unter Anleitung nötige Schritte zur Entfernung von Geschäftsgeheimnissen aus einem Datenatz durchführen.;;
05_009_1014;Recht und Ethik;05;Geschäftsgeheimnisgesetz;05_009;Lernende können;eigenständig nötige Schritte zur Entfernung von Geschäftsgeheimnissen aus einem Datenatz;durchführen.;3;;;;x;x;x;;;Lernende können eigenständig nötige Schritte zur Entfernung von Geschäftsgeheimnissen aus einem Datenatz durchführen.;;
05_009_1015;Recht und Ethik;05;Geschäftsgeheimnisgesetz;05_009;Lernende können;didaktische Szenarien zum Thema Geschäftsgeheimnisgesetzes;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema Geschäftsgeheimnisgesetzes konzipieren.;;
05_009_1016;Recht und Ethik;05;Geschäftsgeheimnisgesetz;05_009;Lernende können;didaktische Szenarien zum Thema Geschäftsgeheimnisgesetzes;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema Geschäftsgeheimnisgesetzes durchführen.;;
05_009_1017;Recht und Ethik;05;Geschäftsgeheimnisgesetz;05_009;Lernende können;Informationsangebote zum Thema Geschäftsgeheimnisgesetzes;konzipieren.;6;;;;x;x;x;;;Lernende können Informationsangebote zum Thema Geschäftsgeheimnisgesetzes konzipieren.;;
05_010_1018;Recht und Ethik;05;Fachrelevante Rechte;05_010;Lernende können;fachrelevante Gesetze;benennen.;1;x;x;x;x;x;;;;Lernende können fachrelevante Gesetze benennen.;;
05_010_1019;Recht und Ethik;05;Fachrelevante Rechte;05_010;Lernende können;fachrelevante Gesetze;erläutern.;2;;;x;x;x;;;;Lernende können fachrelevante Gesetze erläutern.;;
05_010_1020;Recht und Ethik;05;Fachrelevante Rechte;05_010;Lernende können;fachrelevante Gesetze;anwenden.;3;;;;x;x;x;;;Lernende können fachrelevante Gesetze anwenden.;;
05_010_1021;Recht und Ethik;05;Fachrelevante Rechte;05_010;Lernende können;institutions- und affiliationsspezifische Gesetze;benennen.;1;;;x;x;x;;;;Lernende können institutions- und affiliationsspezifische Gesetze benennen.;;
05_010_1022;Recht und Ethik;05;Fachrelevante Rechte;05_010;Lernende können;institutions- und affiliationsspezifische Gesetze;erläutern.;2;;;x;x;x;;;;Lernende können institutions- und affiliationsspezifische Gesetze erläutern.;;
05_010_1023;Recht und Ethik;05;Fachrelevante Rechte;05_010;Lernende können;institutions- und affiliationsspezifische Gesetze;anwenden.;3;;;x;x;x;x;;;Lernende können institutions- und affiliationsspezifische Gesetze anwenden.;;
05_010_1024;Recht und Ethik;05;Fachrelevante Rechte;05_010;Lernende können;didaktische Szenarien zu fachrelevanten Rechten;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zu fachrelevanten Rechten konzipieren.;;
05_010_1025;Recht und Ethik;05;Fachrelevante Rechte;05_010;Lernende können;didaktische Szenarien zu fachrelevanten Rechten;durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zu fachrelevanten Rechten durchführen.;;
05_010_1026;Recht und Ethik;05;Fachrelevante Rechte;05_010;Lernende können;Informationsangebote zu fachrelevanten Gesetzen;konzipieren.;6;;;;x;x;x;;;Lernende können Informationsangebote zu fachrelevanten Gesetzen konzipieren.;;
05_011_1027;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Prinzipien der Guten Wissenschaftlichen Praxis;benennen.;1;x;x;x;x;x;;;;Lernende können Prinzipien der Guten Wissenschaftlichen Praxis benennen.;;
05_011_1028;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Prinzipien der Guten Wissenschaftlichen Praxis;erläutern.;2;x;x;x;x;x;x;;;Lernende können Prinzipien der Guten Wissenschaftlichen Praxis erläutern.;;
05_011_1029;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Prinzipien der Guten Wissenschaftlichen Praxis;anwenden.;3;;x;x;x;x;x;;x;Lernende können Prinzipien der Guten Wissenschaftlichen Praxis anwenden.;;
05_011_1030;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Prinzipien der Guten Wissenschaftlichen Praxis;diskutieren.;4;x;x;x;x;x;x;;x;Lernende können Prinzipien der Guten Wissenschaftlichen Praxis diskutieren.;;
05_011_1031;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Kodizes und Leitlinen zur Guten Wissenschaftlichen Praxis;benennen.;1;x;x;x;x;x;;;;Lernende können Kodizes und Leitlinen zur Guten Wissenschaftlichen Praxis benennen.;;
05_011_1032;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;die Relevanz des Forschungsdatenmanagements im Hinblick auf die Prinzipien Guter Wissenschaftlicher Praxis;erläutern.;2;;;x;x;x;;;;Lernende können die Relevanz des Forschungsdatenmanagements im Hinblick auf die Prinzipien Guter Wissenschaftlicher Praxis erläutern.;;
05_011_1033;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Relevanz von Transparenz und Nachvollziehbarkeit in der wissenschaftlichen Forschung;erläutern.;2;;;x;x;x;;;;Lernende können Relevanz von Transparenz und Nachvollziehbarkeit in der wissenschaftlichen Forschung erläutern.;;
05_011_1034;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Relevanz von Transparenz und Nachvollziehbarkeit in der wissenschaftlichen Forschung;diskutieren.;4;;;x;x;x;x;;x;Lernende können Relevanz von Transparenz und Nachvollziehbarkeit in der wissenschaftlichen Forschung diskutieren.;;
05_011_1035;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Relevanz von Kommunikation und Kooperation in der wissenschaftlichen Forschung;erläutern.;2;;;x;x;x;;;;Lernende können Relevanz von Kommunikation und Kooperation in der wissenschaftlichen Forschung erläutern.;;
05_011_1036;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Relevanz von Kommunikation und Kooperation in der wissenschaftlichen Forschung;diskutieren.;4;;;x;x;x;x;;x;Lernende können Relevanz von Kommunikation und Kooperation in der wissenschaftlichen Forschung diskutieren.;;
05_011_1037;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Umgang mit Interessenskonflikten und deren Einfluss auf Forschungsergebnisse;diskutieren.;4;;;x;x;x;x;;x;Lernende können Umgang mit Interessenskonflikten und deren Einfluss auf Forschungsergebnisse diskutieren.;;
05_011_1038;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;mögliche Verstöße gegen die Gute Wissenschaftliche Praxis;benennen.;1;x;x;x;x;x;;;;Lernende können mögliche Verstöße gegen die Gute Wissenschaftliche Praxis benennen.;;
05_011_1039;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;mögliche Verstöße gegen die Gute Wissenschaftliche Praxis;erläutern.;2;x;x;x;x;x;;;;Lernende können mögliche Verstöße gegen die Gute Wissenschaftliche Praxis erläutern.;;
05_011_1040;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;mögliche Verstöße gegen die Gute Wissenschaftliche Praxis;diskutieren.;4;x;x;x;x;x;x;;x;Lernende können mögliche Verstöße gegen die Gute Wissenschaftliche Praxis diskutieren.;;
05_011_1041;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;mögliche Konsequenzen bei wissenschaftlichem Fehlverhalten;benennen.;1;x;x;x;x;x;;;;Lernende können mögliche Konsequenzen bei wissenschaftlichem Fehlverhalten benennen.;;
05_011_1042;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;mögliche Konsequenzen bei wissenschaftlichem Fehlverhalten;erläutern.;2;x;x;x;x;x;;;;Lernende können mögliche Konsequenzen bei wissenschaftlichem Fehlverhalten erläutern.;;
05_011_1043;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;mögliche Konsequenzen bei wissenschaftlichem Fehlverhalten;diskutieren.;4;x;x;x;x;x;x;;x;Lernende können mögliche Konsequenzen bei wissenschaftlichem Fehlverhalten diskutieren.;;
05_011_1044;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;zulässige Autorenschaft bei Publikationen;erläutern.;2;;x;x;x;x;;;;Lernende können zulässige Autorenschaft bei Publikationen erläutern.;;
05_011_1045;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;zulässige Autorenschaft bei Publikationen;anwenden.;3;;;x;x;x;x;;;Lernende können zulässige Autorenschaft bei Publikationen anwenden.;;
05_011_1046;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Meldestellen für Whistleblower:innen;benennen.;1;;x;x;x;x;;;;Lernende können Meldestellen für Whistleblower:innen benennen.;;
05_011_1047;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;die rechtlichen Bedingungen für Whistleblowing;erläutern.;2;;;x;x;x;;;;Lernende können die rechtlichen Bedingungen für Whistleblowing erläutern.;;
05_011_1048;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;die Aufgaben der Ombudspersonen;benennen.;1;x;x;x;x;x;;;;Lernende können die Aufgaben der Ombudspersonen benennen.;;
05_011_1049;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;die Aufgaben der Ombudspersonen;erläutern.;2;;x;x;x;x;;;;Lernende können die Aufgaben der Ombudspersonen erläutern.;;
05_011_1050;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;didaktische Szenarien zum Thema gute wissenschaftliche Praxis (GWP);konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zum Thema gute wissenschaftliche Praxis (GWP) konzipieren.;;
05_011_1051;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;didaktische Szenarien zum Thema gute wissenschaftliche Praxis (GWP);durchführen.;3;;;;x;x;x;x;x;Lernende können didaktische Szenarien zum Thema gute wissenschaftliche Praxis (GWP) durchführen.;;
05_011_1052;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Beratungssettings zum Thema gute wissenschaftliche Praxis (GWP);konzipieren.;6;;;;x;x;x;;;Lernende können Beratungssettings zum Thema gute wissenschaftliche Praxis (GWP) konzipieren.;;
05_011_1053;Recht und Ethik;05;Gute wissenschaftliche Praxis (GWP);05_011;Lernende können;Beratungen zum Thema gute wissenschaftliche Praxis (GWP);durchführen.;3;;;;x;x;x;x;x;Lernende können Beratungen zum Thema gute wissenschaftliche Praxis (GWP) durchführen.;;
05_012_1054;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;die CARE-Prinzipien;benennen.;1;x;x;x;x;x;;;;Lernende können die CARE-Prinzipien benennen.;;
05_012_1055;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;die CARE-Prinzipien;erläutern.;2;;x;x;x;x;;;;Lernende können die CARE-Prinzipien erläutern.;;
05_012_1056;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;die Relevanz der CARE-Prinzipien im Kontext von Datenmanagement und -nutzung;erläutern.;2;;;x;x;x;;;;Lernende können die Relevanz der CARE-Prinzipien im Kontext von Datenmanagement und -nutzung erläutern.;;
05_012_1057;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;Anwendungsbereiche der CARE-Prinzipien in verschiedenen wissenschaftlichen und gesellschaftlichen Kontexten;erläutern.;2;;;x;x;x;;;;Lernende können Anwendungsbereiche der CARE-Prinzipien in verschiedenen wissenschaftlichen und gesellschaftlichen Kontexten erläutern.;;
05_012_1058;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;die Hintergründe, warum die CARE-Prinzipien entwickelt wurden,;erläutern.;2;;x;x;x;x;;;;Lernende können die Hintergründe, warum die CARE-Prinzipien entwickelt wurden, erläutern.;;
05_012_1059;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;die CAREness von Forschungsarbeiten;bewerten.;5;;;x;x;x;x;;;Lernende können die CAREness von Forschungsarbeiten bewerten.;;
05_012_1060;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;Strategien zur Implementierung der CARE-Prinzipien in Forschungsprojekten;entwickeln.;6;;;x;x;x;x;;;Lernende können Strategien zur Implementierung der CARE-Prinzipien in Forschungsprojekten entwickeln.;;
05_012_1061;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;die CARE-Prinzipien unter Anleitung;anwenden.;3;;x;x;x;x;x;;;Lernende können die CARE-Prinzipien unter Anleitung anwenden.;;
05_012_1062;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;die CARE-Prinzipien eigenständig;anwenden.;3;;;x;x;x;x;;;Lernende können die CARE-Prinzipien eigenständig anwenden.;;
05_012_1063;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;die Beziehung zwischen den FAIR-Prinzipien und den CARE-Prinzipien;erläutern.;2;;;x;x;x;;;;Lernende können die Beziehung zwischen den FAIR-Prinzipien und den CARE-Prinzipien erläutern.;;
05_012_1064;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;Kommunikationsstrategien zur Vermittlung der Relevanz der CARE-Prinzipien;entwickeln.;6;;;;x;x;x;;;Lernende können Kommunikationsstrategien zur Vermittlung der Relevanz der CARE-Prinzipien entwickeln.;;
05_012_1065;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;die Verantwortung für die Wahrung der Rechte und Interessen marginalisierter Gruppen im Datenmanagement;erläutern.;2;;;x;x;x;;;;Lernende können die Verantwortung für die Wahrung der Rechte und Interessen marginalisierter Gruppen im Datenmanagement erläutern.;;
05_012_1066;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;die eigene Verantwortung für die Wahrung der Rechte und Interessen marginalisierter Gruppen im Datenmanagement;bewerten.;5;;;x;x;x;x;;;Lernende können die eigene Verantwortung für die Wahrung der Rechte und Interessen marginalisierter Gruppen im Datenmanagement bewerten.;;
05_012_1067;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;didaktische Szenarien zu den CARE-Prinzipien;konzipieren.;6;;;;x;x;x;;;Lernende können didaktische Szenarien zu den CARE-Prinzipien konzipieren.;;
05_012_1068;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;didaktische Szenarien zu den CARE-Prinzipien;durchführen.;3;;;x;x;x;x;x;x;Lernende können didaktische Szenarien zu den CARE-Prinzipien durchführen.;;
05_012_1069;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;Beratungssettings zu den CARE-Prinzipien;konzipieren.;6;;;x;x;x;x;;;Lernende können Beratungssettings zu den CARE-Prinzipien konzipieren.;;
05_012_1070;Recht und Ethik;05;CARE-Prinzipien;05_012;Lernende können;Beratungen zu den CARE-Prinzipien;durchführen.;3;;;x;x;x;x;x;x;Lernende können Beratungen zu den CARE-Prinzipien durchführen.;;
05_013_1071;Recht und Ethik;05;Ethik;05_013;Lernende können;ethische Aspekte im Umgang mit Daten;benennen.;1;x;x;x;x;x;;;;Lernende können ethische Aspekte im Umgang mit Daten benennen.;;
05_013_1072;Recht und Ethik;05;Ethik;05_013;Lernende können;ethische Aspekte im Umgang mit Daten;erläutern.;2;;x;x;x;x;;;;Lernende können ethische Aspekte im Umgang mit Daten erläutern.;;
05_013_1073;Recht und Ethik;05;Ethik;05_013;Lernende können;die Notwendigkeit für eine Auskunft zu ethischen Aspekten in verschiedenen Forschungszusammenhängen;erläutern.;2;;x;x;x;x;;;;Lernende können die Notwendigkeit für eine Auskunft zu ethischen Aspekten in verschiedenen Forschungszusammenhängen erläutern.;;
05_013_1074;Recht und Ethik;05;Ethik;05_013;Lernende können;den Umgang mit ethischen Aspekten in Forschungsprojekten;analysieren.;4;;;x;x;x;x;;;Lernende können den Umgang mit ethischen Aspekten in Forschungsprojekten analysieren.;;
05_013_1075;Recht und Ethik;05;Ethik;05_013;Lernende können;den Umgang mit ethischen Aspekten in Forschungsprojekten;bewerten.;5;;;;x;x;x;;;Lernende können den Umgang mit ethischen Aspekten in Forschungsprojekten bewerten.;;
05_013_1076;Recht und Ethik;05;Ethik;05_013;Lernende können;die eigene Forschung bzgl. der Notwendigkeit einer Auskunft zu ethischen Aspekten;bewerten.;5;;;x;x;x;x;;;Lernende können die eigene Forschung bzgl. der Notwendigkeit einer Auskunft zu ethischen Aspekten bewerten.;;
05_013_1077;Recht und Ethik;05;Ethik;05_013;Lernende können;Initiativen, Personen und Ansprechpartner:innen zu ethischen Aspekten mit Bezug zu Forschungsdaten;benennen.;1;;;;x;x;;;;Lernende können Initiativen, Personen und Ansprechpartner:innen zu ethischen Aspekten mit Bezug zu Forschungsdaten benennen.;;
05_013_1078;Recht und Ethik;05;Ethik;05_013;Lernende können;ethische Entscheidungshilfen zum Umgang mit Daten;benennen. ;1;;;;x;x;;;;Lernende können ethische Entscheidungshilfen zum Umgang mit Daten benennen. ;;
05_013_1079;Recht und Ethik;05;Ethik;05_013;Lernende können;ethische Entscheidungshilfen und Frameworks zur Bewertung von Datenpraktiken;erläutern. ;2;;;x;x;x;;;;Lernende können ethische Entscheidungshilfen und Frameworks zur Bewertung von Datenpraktiken erläutern. ;;
05_013_1080;Recht und Ethik;05;Ethik;05_013;Lernende können;ethische Entscheidungshilfen und Frameworks zur Bewertung von Datenpraktiken;anwenden. ;3;;;x;x;x;x;;;Lernende können ethische Entscheidungshilfen und Frameworks zur Bewertung von Datenpraktiken anwenden. ;;
05_013_1081;Recht und Ethik;05;Ethik;05_013;Lernende können;ethische Aspekte der Datennutzung;diskutieren.;4;;x;x;x;x;x;x;x;Lernende können ethische Aspekte der Datennutzung diskutieren.;;
05_013_1082;Recht und Ethik;05;Ethik;05_013;Lernende können;die eigene Verantwortung für einen ethischen Umgang mit Daten;erläutern.;2;;x;x;x;x;;x;;Lernende können die eigene Verantwortung für einen ethischen Umgang mit Daten erläutern.;;
05_013_1083;Recht und Ethik;05;Ethik;05_013;Lernende können;die eigene Verantwortung für einen ethischen Umgang mit Daten;bewerten.;5;;;x;x;x;;x;;Lernende können die eigene Verantwortung für einen ethischen Umgang mit Daten bewerten.;;
